Concepts,Positive,Negative
laugh_himself,1,0
move_house,1,0
listen_problem,1,0
let_win,1,0
welcome_friend,1,0
rely,1,0
back_up,1,0
bird_pet,1,0
wave_friend,1,0
pal,1,0
needle_person,1,0
friendly_person,1,0
captain_boat,1,0
courier,1,0
bird_mouth,1,0
bushel,1,0
heavenly,1,0
make_assumption,1,0
surf_internet,1,0
get_result,2,0
not_green,1,0
appear_beautiful,1,0
horizon,1,0
clean_object,1,0
hold_milk,1,0
study_person,1,0
small_bug,1,0
tiny_insect,0,1
small_fly,0,1
enlightment,2,0
watch_carefully,1,0
well_test,1,0
fond_memory,1,0
marry_man,1,0
milk_drink,1,0
stressful_situation,0,1
show_empathy,0,1
definite,1,0
moreover,1,0
besides,1,0
check_tire,0,1
stop_red_light,0,1
need_go_somewhere,1,0
go_somewhere_else,1,0
gas_oil,0,1
break_down,0,2
run_out_gas,0,2
fill_gas_tank,1,0
fasten_seat_belt,0,1
beautiful_day,1,0
turn_steer_wheel,0,1
sexually,1,0
lighter_air,0,1
shrinkage,0,1
sense_satisfaction,1,0
good_look,1,0
remove_stain,0,1
clothe_shrink,0,1
good_hygene,1,0
hang_up,0,1
wear_clean_clothe,1,0
medic,0,1
record_event,1,0
completion,1,0
end_point,1,0
healthy_eat,1,0
tasty_good,1,0
nutritious,1,0
edible_human,1,0
family_history,0,1
common_practice,1,0
show_movie,1,0
sensual,1,0
hand_movement,1,0
feel_action,1,0
handy,1,0
sense_organ,1,0
dangerous_drive,1,1
treatment,1,1
medical_care,0,1
not_physical_object,1,0
choose_book,1,0
active_verb,1,0
lose_place,0,1
get_sleepy,0,1
new_perspective,1,0
comprehension,1,0
learn_universe,1,0
tire_eye,0,1
page_through_book,1,0
obtain_information,1,0
drink_cup_tea,1,0
move_eye,1,0
form_punishment,0,1
penalty,0,1
female_person,1,0
age_gracefully,1,0
walk_along_beach,1,0
sophisticate,1,0
serve_cold,1,1
park_bench,1,0
placard,1,1
cut_up,1,0
cut_down,1,0
meat_cut,0,1
disinfectant,0,1
operator,1,0
page_person,1,0
disneyworld,1,0
person_fall,0,1
life_preserver,1,0
airplane_engine,1,0
apology,0,1
garden_shed,1,0
give_hint,1,0
elaborate,1,0
define,1,0
bicycle_work,1,0
mourner,0,1
lakewood,1,0
two-dimensional,1,0
almost_always,1,0
delicate,1,0
elder,1,0
to_person,1,0
eat_dessert,1,0
fight_battle,0,1
raise_flag,1,0
lose_war,0,3
fight_man,0,2
marine,1,1
storm_castle,0,1
army_man,1,1
endure,1,0
clarity,1,0
observant,1,0
say_eureka,1,0
resolve,1,0
unpleasantness,0,1
rudeness,0,2
skate_ice,1,0
get_fight,0,1
suit_up,1,0
piece_together,1,0
underware,1,0
payment_counter,1,0
make_payment,1,0
eastern_brown_snake,1,0
morphine,0,1
relieve_pain,1,0
painkiller,0,1
sedative,0,1
cholesterol,0,1
human_fuel,1,0
set_down,1,0
keep_body_healthy,1,0
stop_hungry,1,0
obtain_food,1,0
cost_lot,0,1
necessary_live,1,0
go_supermarket,0,1
not_starve,1,0
consume,1,0
nasty,0,1
stay_still,1,0
inch,0,1
watch_bird,1,0
bus_ride,1,0
microphone_boom,1,0
tv_studio,1,0
hitch,1,0
everlasting,1,0
fast_car,1,1
robert,1,0
like_food,1,0
mouth_activity,1,0
barf,1,0
become_intoxicate,0,1
rum,0,1
liquid_substance,1,0
stop_drink,1,0
potable_liquid,1,0
vodka,0,1
ingest,1,0
person_do,1,0
eat_action,1,0
eat_liquid,1,0
haddock,1,0
sport_ball,1,0
ballgame,1,0
headquarters,1,0
golf,1,0
sun_set,1,1
obedience,1,0
eddy,0,1
store_ice_cream,1,0
sunburned,0,1
kneel_down,0,1
cool_engine,1,0
honeycomb,1,0
bee_home,1,0
bee_hive,1,1
bee_house,1,0
every_live,1,0
lock_cabinet,1,0
shoot_deer,0,1
winchester,1,0
sheepskin,0,1
please_eye,1,0
movie_theater_seat,1,0
stardom,1,0
glamour,1,0
notoriety,0,1
vestibule,0,1
millstone,0,1
wow,1,0
lament,0,1
power_drill,1,0
bottle_without_cap,0,1
strip_joint,0,1
alternative,1,0
otherwise,1,0
membership,1,0
pulverize,0,1
carat,1,0
lose_credibility,1,1
government_job,2,0
beckon,2,2
delight_child,1,0
show_off_other_person,1,0
interruption,0,1
desperation,0,2
poor_health,0,1
depress_person,0,1
avoid_pain,1,0
gratuity,1,0
board_room,1,0
reach_destination,1,0
athletics,1,0
act_quickly,1,0
blister_foot,0,2
like_run,1,0
breath_heavily,0,2
human_activity,1,0
agility,1,0
go_fast_walk,1,0
a_very,1,0
quick_motion,1,0
somewhere_fast,1,0
fast_walk,1,0
strong_drink,0,1
urine,0,1
back_forth,1,0
hand_wash,1,0
static_electricity,0,1
thick_hair,0,1
find_floor,1,0
piece_material,1,0
destiny,1,0
allotment,1,0
paper_clip,1,0
paper_fastener,1,0
personal_pronoun,1,0
stretch_leg,1,0
arise,1,0
belief_system,2,0
take_breath,1,0
show_respect,1,0
get_tire_leg,1,0
able_run,1,0
set_key,1,0
good_friend,1,0
grown_field,1,0
type_material,1,0
weave,1,0
material_type,1,0
cultivate,1,0
agricultural_product,1,0
keep_track,1,0
keep_track_appointment,1,1
sell_popcorn,1,0
view_movie,1,0
depart,1,0
red_light,0,1
baron,1,0
see_advertisement,1,0
cover_fur,1,0
lower_floor,1,0
scientific_method,1,0
rosary,1,0
catholic,1,0
fullness,1,0
prepare_breakfast,1,0
choose_eat,1,0
spill_milk,0,1
cotton_candy,1,0
superstition,0,2
cruise,1,0
good_music,1,0
review_material,1,0
raise_self_esteem,1,0
gain_understand,1,0
clear_head,1,0
lack_sleep,0,2
review_note,1,0
sober,1,0
gain_insight,1,0
read_textbook,0,1
text_book,0,1
time_effort,1,0
goof_off,1,0
significance,1,0
hesitate,1,0
neurotic,1,0
flight_terminal,1,0
brittle,0,1
leave_out,0,1
snub,0,1
snorkel,1,0
ticket_booth,1,0
cover_sand,1,0
change_law,1,0
open_front_door,1,0
keep_job,1,0
set_clock,1,0
plan_day,1,0
bad_mood,0,2
increase_net_worth,1,0
like_job,1,0
lay_off,0,1
tardiness,0,1
clock_out,1,0
desire_money,1,0
victory_defeat,1,1
highway_road,1,0
drive_destination,1,0
love_parent,1,0
obey_parent,1,0
chase_ball,1,0
may_injure,0,2
gather_team,1,0
form_team,1,0
knee_injury,0,2
work_up_sweat,0,1
aviator,1,0
defend,1,1
go_after,1,1
retreat,0,1
terrorize,0,1
two_tee,1,0
exchange_money,1,0
feel_important,1,0
must_eat,1,0
sachet,1,0
become_parent,1,0
out_focus,1,0
sleep_couch,1,0
comfortable_place_sleep,1,0
horizontal_surface,1,0
lye,1,0
daisy,1,0
social_insect,1,0
gush,1,0
buy_land,1,0
physical_strength,1,0
good_view,1,0
rock_climb,1,0
strenuous,0,1
wear_boot,0,1
organizational_skill,1,0
stress_auxilliration,0,1
control_person,0,1
lead_team,1,0
become_stress,0,1
take_charge,1,0
change_world,1,0
run_business,1,0
clinton,1,0
every,1,0
fiberglass,1,0
toothbrush_head,1,0
creationism,1,0
accuser,0,1
satisfy_sweet_tooth,1,0
like_taste,1,0
open_container,1,0
tooth_hurt,0,2
ice_cream_melt,0,2
exclude,0,1
except,1,0
each,1,0
bed_bug,0,1
parasite,0,1
bedbug,0,1
impose,0,1
prepare_fight,0,2
lose_battle,0,1
money_wallet,1,0
store_dress,0,1
organize_clothe,0,1
wastebasket,0,1
person_age,1,0
gym_equipment,1,0
quiet_down,1,0
fee_yourself,1,0
get_large,1,0
get_big,1,0
warm-blooded,1,0
cold_blood,1,0
launch_complex,1,0
sewer,0,1
restrict,0,1
cut_off,0,1
regulation,1,0
restraint,0,1
road_sign,1,0
margin,1,0
wrap_around,1,0
licorice,1,0
dance_move,1,0
dance_type,1,0
smelly_foot,0,1
eat_poison,0,2
comic_strip,1,0
shoelace,1,0
tie_together,1,0
compress_air,0,1
salad_dress,1,0
inter,1,0
make_sign,1,0
cindy,1,0
fake_tooth,0,1
green_grass,1,0
carpel_tunnel_syndrome,0,1
share_thought,1,0
enter_information,1,0
enter_datum,1,0
enter_datum_computer,1,0
move_finger,1,0
print_word,1,0
write_email,1,1
press_key,1,0
written_text,1,0
sweaty_person,0,1
stir_pot,1,0
creative_person,1,0
brown_hamburger,1,0
lend,1,0
cripple,0,1
catch_mumps,0,2
focus_attention,1,0
upper_hand,1,0
punch_bag,0,1
prove_yourself,1,1
carry_luggage,1,0
airport_terminal,1,0
carry_suitcase,1,0
hold_liquor,1,0
input_device,1,0
landfill,0,1
pencil_sharpener,1,0
perfect_skill,1,0
garbage_bag,1,0
good_karma,1,0
good_fortune,1,0
end_conversation,1,1
collector,1,0
decree,1,0
secrecy,1,0
type_party,1,0
sneaky,0,1
paint_face,1,0
obvious,0,1
get_reaction,1,0
amuse_yourself,1,0
organic_substance,1,0
mister,1,0
vanity_case,1,0
happy_together,1,0
picture_family,1,0
villain,0,1
fiery,1,0
gain_respect,1,0
make_yourself_feel_better,1,0
become_depress,1,0
alcoholism,0,3
act_foolish,0,2
science_term,1,0
seamstress,1,0
press_shirt,1,0
part_family,1,0
altruistic,1,0
good_feeling,1,0
good_plan,1,0
resistance,1,0
end_world,1,0
supreme,1,0
eight_side,1,0
pause,1,0
telegraph,1,0
octagon,1,0
yield,1,0
red_octagon,1,0
toyota,1,0
ford,1,0
old_folk_home,1,0
use_crayon,1,0
make_sketch,1,0
no_color,1,0
body_care,1,0
marmite,1,0
omnivore,1,0
exception,1,0
contain_liquid,1,0
weapon_war,0,3
use_military,0,2
tang,1,0
orchestra_pit,1,0
perchance,1,0
hypothetical,1,0
spectacular,1,0
open_envelope,1,0
reduce_temperature,1,0
tv_station,1,0
press_brake,0,2
under_garment,1,0
scald,0,3
red_skin,0,1
char,1,0
touch_fire,0,1
excessive_heat,0,2
keeper,1,0
inside_brain,1,0
transmit_signal,1,0
sensor,1,0
sensory_organ,1,0
president_clinton,1,0
play_saxaphone,1,0
name_state,1,0
make_steel,1,0
eat_meat,1,0
require_signature,1,0
aft,1,0
sapphire,1,0
big_boat,1,0
large_boat,1,0
dirty_kitchen,0,1
make_lot_money,1,0
get_publish,1,0
express_joy,1,0
think_creatively,1,0
catharsis,0,1
follicle,1,0
create_form,1,0
expire,0,1
tie_up,1,0
make_ball,1,0
cut_yourself,0,2
person_move,1,0
ball_bounce_because,1,0
fill_air,1,0
feel_sorry,0,1
desire_succeed,1,0
complete_thesis,1,0
martini,1,0
exertion,1,0
a_for,1,0
elbow_grease,1,0
carry_credit_card,1,0
money_keeper,1,0
convenient,1,0
put_money,1,0
checkbook,1,0
carry_money,1,0
money_inside,1,0
back_pocket,1,0
money_storage,1,0
money_collector,1,0
money_store,1,0
money_place,1,0
money_holder,1,0
stupid_person,0,1
watch_much_tv,1,0
light_red,1,0
hardwood,1,0
soft_wood,1,0
till,1,0
parry,1,0
make_war,0,1
thrust,1,0
blacksmith,1,0
wall_cover,1,0
position_furniture,1,0
win_sport,1,0
increase_height,1,0
get_small,1,0
enlarge,1,0
plant_big,1,0
coat_hanger,1,0
hand_signal,1,0
dry_paint,1,0
smoothie,1,0
frozen,1,0
warm_fuzzy_feel,1,0
buy_flower,1,0
a_lot_sex,1,1
large_state,1,0
money_term,1,0
death_row,1,0
gather_berry,1,0
pauper,1,0
bookshop,1,0
buy_magazine,1,0
rastafarian,1,0
mistreat,0,2
make_believe,1,0
cookie_crumb,1,0
side_house,1,0
provocative,1,0
written_language,1,0
spanish,1,0
linguistics,1,0
not_everything,0,1
italian,1,0
pizzeria,1,0
brine,0,1
bare,1,0
tote,1,0
watch_other_person,1,0
feel_bore,0,1
think_dog,1,0
talk_neighbor,1,0
obtain_ticket,1,0
get_in,1,0
act_bore,0,1
lose_temper,0,1
grow_impatient,1,0
foot_tire,0,1
get_turn,1,0
keep_safe_place,0,1
sky_scraper,1,0
use_farm,1,0
picture_person,1,0
remember_event,1,0
hand_luggage,0,1
torture,0,1
body_ache,0,1
aspirin,0,1
body_reaction,1,0
doctor_visit,0,1
utility_room,0,1
tall_person,0,1
two_together,0,1
bib,1,0
toilet_paper,0,1
paper_square,1,0
toilet_seat,0,0
painting,0,1
support_bridge,1,0
work_much,0,1
victim,1,0
great_anger,0,1
kill_another_person,0,1
incarceration,0,1
alibi,1,0
plan_carefully,1,0
thin_herd,1,0
how_old,0,1
centre,1,0
extreme,0,1
median,1,0
receptacle,1,0
trash_bin,0,1
morse_code,1,0
usual_ordinary,0,1
lock_box,1,0
inhibition,0,1
orchestra_seat,1,0
person_watch,1,0
listener,1,0
theater_seat,1,0
listen_orchestra,0,1
watch_person,1,0
watch_concert,1,0
balcony_seat,1,0
viewer,1,0
toilet_brush,0,1
violent_crime,0,1
action_figure,1,0
stuff_animal,1,0
girl_room,1,0
criticism,0,1
joan,1,0
dolt,0,1
good_taste,1,0
increase_strength,1,0
eat_fruit,1,0
long_live,1,0
strong_body,1,0
completely,1,0
pay_toll,0,1
police_work,0,1
clean_lady,1,0
baggage_compartment,0,1
lifetime,1,0
hybrid,1,0
gas_electric,0,1
new_car,1,0
wheat_corn,1,0
play_surface,1,0
rubber_ball,1,0
recuperate,1,0
phone_ring,1,0
pull_up_cover,1,0
peace_quiet,1,0
take_off_glass,1,0
get_change,1,0
another_planet,1,1
entertain_other_person,1,0
person_kiss,2,0
dome_arch,1,0
capitol_build,1,0
capital_build,2,0
drop_off,1,0
jump_off_cliff,1,1
groan,1,0
while_drive,0,1
cause_injury,0,2
high_place,1,0
extend_arm,1,0
break_arm,0,1
charge_money,1,0
solicitor,1,0
try_case,2,0
legal_person,1,0
live_ripe_old_age,0,1
hide_shell,2,0
find_america,1,0
grow_large,1,0
thinness,1,0
small_thin,1,0
long_happy_life,2,0
eat_properly,0,1
eat_healthy_diet,1,0
plenty_rest,1,0
live_healthy_lifestyle,1,0
desire_live,1,0
stay_well,1,0
become_cold,0,2
skin_rash,0,2
goose_bump,1,1
control_room,1,0
piggy_bank,2,0
blood_vessel,0,1
dog_fur,1,0
good_memory,1,0
doctor_patient,0,2
get_well,1,0
specialist,1,0
pay_lot_money,0,2
stethoscope,1,0
perform_surgery,0,1
dig_up,1,0
coal_mine,2,0
christmas_gift,2,0
mine_ore,1,0
bad_kid,0,2
punctual,1,0
clamor,0,2
exercise_daily,1,0
brain_function,2,0
abstract_think,2,0
pray_god,1,0
corkscrew,1,0
coat_surface,1,0
store_container,0,1
wet_paint,1,0
proper_equipment,1,0
perspective,1,0
magnolia,1,0
use_brush,1,0
art_creation,1,0
in_can,1,0
stand_out,1,0
home_decoration,2,0
exterior,1,0
create_picture,1,0
house_car,1,0
make_house_look_better,1,0
create_image,1,0
remove_splinter,0,1
blood_type,0,1
play_doll,0,1
helium_balloon,1,0
paper_bill,0,1
buy_vend_machine,1,0
wear_skirt,2,0
gift_adult,0,1
thomas,1,0
run_jump,1,0
miss_ball,0,1
drop_ball,1,0
throw_frisbee,1,0
gospel,2,0
aspect,2,0
part_group,1,0
hold_pencil,1,0
paperclip,1,0
availability,1,0
cover_face,0,1
kathy,1,0
make_coat,1,0
notification,2,0
monthly_payment,1,0
amount_charge,0,1
paper_currency,1,0
sexuality,1,0
will_laugh,1,0
read_comic,1,0
dryad,1,0
hint,1,0
taxiway_turn_off,1,0
false_tooth,0,2
assignment,0,1
sec,1,1
help_find,0,1
control_car,1,0
let_off_steam,0,1
head_hurt,0,2
monkey_wrench,1,0
fee_cat,1,0
pet_dog,2,0
kneel,1,1
pep,1,0
per,1,0
each_one,1,0
make_mark_paper,0,1
bouquet,0,2
feature,2,0
part_face,1,0
facial,1,0
smell_odor,0,1
steam_locomotive,1,0
annoy_mom,0,1
golfer,1,0
champion,2,0
not_eat,1,0
cctv,0,1
heal_injury,1,0
much_person,1,0
raven,1,0
close_deal,1,0
red_rose,2,0
dead_stay_dead,0,1
downhill_ski,1,0
bad_credit,0,1
hangar,1,0
person_think,2,0
take_home,1,0
auto_mechanic,1,0
service_station,0,1
deal_drug,0,1
arm_bomb,0,2
wrong_another_person,0,2
lie_court,0,2
imprison,0,1
prime_minister,0,1
thwart,0,1
script,1,0
neglect_chore,0,1
see_picture,1,0
large_phone_bill,0,1
find_porn,0,1
web_surf,1,0
phone_line_busy,0,2
check_email,1,0
click_link,1,0
look_information,1,0
software_company,2,0
stop_sign,1,0
warning,0,1
franc,1,0
find_location,2,0
understand_idea,2,0
get_high_education,1,0
bring_friend,1,0
select_topic,1,0
lecturer,1,0
sleep_back,1,0
jump_over,1,0
make_child_laugh,1,0
carry_disease,0,2
scope_out_information,1,0
gastroscope,0,1
urethroscope,0,1
endoscope,0,1
sigmoidoscope,0,1
dome,1,0
ebb,1,0
win_case,1,0
complication,0,1
hairdressing_salon,1,0
jewelery,1,0
woman_closet,2,0
stop_watch,0,1
eat_outdoors,0,1
go_picnic,1,0
carry_lunch,1,0
follow_direction,0,1
prosperity,1,0
good_credit,1,0
wage-slavery,0,1
make_home,1,0
talk_spouse,1,0
make_offer,1,0
nice_place_live,1,0
savings,1,0
good_investment,1,0
eat_candy,0,1
simplicity,1,0
conserve_energy,1,0
overcoat,1,0
show_tooth,1,0
shed_tear,0,1
ha_ha,0,1
roar,0,1
juggler,1,0
circus_performer,2,0
axle,1,0
good_deal,1,0
like_cost,1,0
money_save,1,0
veil,0,2
santum_clau,1,0
crash_tree,0,1
play_snow,1,0
go_down_hill,1,0
put_warm_clothe,1,0
orthodox,0,2
radio_studio,1,0
force_other_person_don_t_want,0,1
not_nice,0,2
mind_boggle,1,0
find_out_wrong,1,0
air_grievance,0,1
impairment_person,0,1
psychosis,0,1
varicose_vein,0,1
drug_addiction,0,2
sleep_apnea,0,1
tuberculosis,0,1
tremor,1,1
slow_heart_beat,1,0
psychoneurosis,0,1
schizophrenia,0,2
gonorrhea,0,1
thanksgiving_dinner,1,0
much_food,0,1
violin_case,1,0
breakfast_bed,1,0
facism,1,0
large_ship,2,0
see_action,0,1
see_work,1,0
carry_wallet,1,0
discount,2,0
leave_tip,1,0
steal_car,1,1
spend_much_money,1,0
insure,0,1
charge_credit_card,1,0
bald_head,2,0
go_town,1,0
rebuttal,0,1
although,0,1
contradiction,0,1
small_flower,1,0
enter_contest,1,1
parent_child,1,0
contraceptive,0,1
hiker,1,0
ambassador,1,0
senator,0,1
trolley,1,0
cable_car,1,0
tram,1,0
tell_many_person,1,0
arrogance,0,2
gay_person,1,0
sex_same_gender,2,0
homophobia,0,1
most,1,0
read_credit,1,0
might_cry,0,1
car_stereo,1,0
plane_ticket,2,0
happy_time,0,0
sperm,1,0
loss_freedom,0,2
personal_fulfillment,1,0
consideration,1,0
buy_home,2,0
thermal,1,0
read_fine_print,2,0
use_ink,1,0
reliability,1,0
signature,1,0
connoisseur,1,0
fine_wine,2,0
woodworking,0,1
apart,0,1
merge,1,0
possessive,1,0
possessive_pronoun,0,1
finish_complete,1,0
finality,1,0
teapot,1,0
wave_arm,1,1
imperative,1,0
live_dangerously,1,1
say_prayer,1,0
instinct,1,1
eat_muffin,1,0
chuck,0,1
car_steer,1,0
miracle,2,0
berkeley_philosophy,1,0
deity,1,0
almighty,1,0
omniscient,2,0
judge_person,1,0
stay_young,1,0
nightly_ritual,0,1
read_bedtime_story,1,0
acrobat,2,0
already,1,0
analgesic,0,1
assist,1,0
not_use,0,1
not_live,0,0
fickle,0,1
evangelist,1,0
fundamentalist,1,0
thrown_away,0,1
head_tail,1,0
strong_smell,1,0
business_term,1,0
paper_crumple,0,1
watch_comedy,1,0
waltz,1,0
polarize,1,0
worn_face,0,1
pacifism,1,0
find_want,2,0
find_help,0,1
hardship,1,1
receive_thank,1,0
provide_information,1,0
behead,0,2
archaic,2,0
sherrie,1,0
mental_state,1,1
disorientation,0,1
mazda,1,0
large_corporation,1,0
censorship,0,1
watch_over,2,0
stance,1,0
hair_roller,1,0
make_grain,1,0
bavarium,1,0
stay_up_night,1,0
men_club,1,1
catherine_havasus,0,0
openmind,1,0
world_hunger,0,1
serious_problem,0,2
most_animal,1,0
humankind,1,0
explore_idea,2,0
nuisance_insect,0,1
small_insect,0,1
jill,1,0
yellow_ribbon,1,0
winter_time,1,0
yearly_celebration,1,0
farm_food,1,0
popular_food,1,0
yellow_fruit,1,0
part_dinner,0,1
farm_plant,1,0
food_type,0,1
swell,1,1
use_decoration,2,0
kill_specific_group,0,2
move_ahead,1,0
give_signal,1,0
entropy,0,1
hotness,1,0
opposite_cold,1,0
steamy,0,1
hot_sun,1,0
cheap_price,2,0
lower_price,1,0
cheap_buy,1,0
adorn,2,0
hear_bad_news,0,2
unlove,0,1
die_young,1,0
vicodin,1,0
cause_person_die,0,2
load_gun,0,1
slug,0,1
head_start,1,0
provocateur,0,1
hair_conditioner,1,0
toe_nail,1,0
choral,1,0
musical_group,1,0
constitution,0,1
amendment,1,0
old_paper,0,1
move_mouse,1,0
angry_mob,1,1
rebellion,0,1
park_structure,1,0
put_box,1,0
dig_ground,0,2
decompose,1,0
understand_plot,1,0
courthouse,0,2
zenith,1,0
levitate,1,0
become_fat,0,2
pillow_fight,1,0
paranoid,0,1
prohibitionist_society,0,1
businesse,1,0
revenue,0,1
earn_income,1,0
principle,1,0
darwin,1,0
big_bang,2,0
scientific_statement,2,0
axiom,1,0
know_come,1,0
child_birthday,2,0
use_recipe,0,1
cake_eat,1,0
make_mess,1,0
spanish_restaurant,1,0
spicy_food,1,0
get_work_done,1,0
job_done,1,0
borrow_car,0,1
finish_task,1,0
meet_know,2,0
weekend,1,0
stimulation,1,0
convention,1,0
shack,2,0
beach_house,2,0
this_that,0,1
six_leg,0,1
particular,1,0
camera_store,1,0
think_issue,1,0
sherman,1,0
blue_color,1,0
information_transfer,1,0
give_answer,1,1
make_easy,2,0
set_instruction,1,0
tree_limb,1,0
foxtrot,2,0
ballroom_dance,1,0
presidential_election,2,0
hold_every_four_year,0,1
chair_committee,1,0
expensive_sport,1,0
ask_person,1,0
hardly,0,1
seldom,1,0
nearly,1,0
barely,0,1
spiderman,2,0
football_player,1,0
watch_good_movie,1,0
mindless_entertainment,0,1
classify_ad,1,0
center_passage,1,0
wavelength,1,0
odour,0,1
green_red,1,0
bland,1,0
stub_toe,0,1
throw_away_garbage,0,1
healthy_live,1,0
tangent,1,0
compulsion,0,1
move_hand,1,0
others_understand,1,0
convey_information,1,0
record_history,1,1
racist,0,2
uneducated,0,1
high_pitch,1,1
garden_plant,1,0
cool_food,0,1
ice_tea,0,1
crystalline_solid,1,0
little_dense_water,1,0
keep_drink_cold,0,1
form_sentence,1,0
drag_race,1,0
health_benefit,1,0
step_dog_shit,0,1
hypodermic_needle,0,1
divorce_money,0,2
removal,1,0
get_rid,0,1
lifestyle,1,0
name_child,1,0
work_home,0,1
storm_out_room,0,1
walk_across_street,0,1
man_spacecraft,1,0
man_wife,1,0
eat_chocolate,1,0
kayak,1,0
hole_slot,0,1
best_opponent,0,1
date_man,1,0
sail_around_world,2,0
water_rose,1,0
wear_sunglasses,1,0
single_woman,1,0
best_friend,1,0
run_mile,1,0
know_want,1,0
cadaver,0,2
intention,0,2
draw_blueprint,1,0
choir_stall,1,0
prophet,1,0
abandonment,0,2
awaken,1,0
travel_long_distance,0,1
emergency_brake,0,1
aircraft_carrier,1,0
warfare,0,2
land_runway,1,0
walk_wood,1,0
wet_towel,0,1
penicillin,0,1
yogurt,1,0
moldy_bread,1,0
novocaine,1,0
passport_case,1,0
dart_board,1,0
sideways,1,0
rubbery,1,0
islam,1,0
environmentalist,2,0
might,1,0
write_report,0,1
plenty_sleep,1,0
prepare_test,0,1
welfare,1,0
eden,1,0
utopia,1,0
political_state,1,0
good_movie,1,0
electrical_connection,0,1
car_race,2,0
accountant_office,0,1
store_record,1,0
athelete,1,0
better_himself,1,0
chairman,1,0
reckon,1,0
shareholder,1,0
file_system,1,0
procrastination,0,1
ground_level,0,1
amusement_ride,2,0
calendar_date,1,0
deadline,0,1
not_sick,1,0
hear_funny,1,0
socialize_friend,1,0
enter_theatre,1,0
projection,0,1
make_selection,1,0
make_friend_happy,1,0
generousity,1,0
birch,0,1
every_home,1,0
round_trip_ticket,1,0
make_up_mind,1,0
piss_pant,0,1
gavel,1,0
rapid,0,1
swift,1,0
garbage_waste,0,1
garbage_dump,0,1
citrus,0,1
sour_taste,0,1
workhouse,1,0
launch_platform,1,0
bandaid,0,1
cover_wound,0,1
steve,1,0
fall_apart,0,1
work_overtime,0,0
lepton,0,0
rock_out,0,1
sunny_day,1,0
long_distance,0,1
phone_conversation,1,0
break_apart,0,2
baby_action,1,0
charge_card,1,0
money_charge,1,0
scarce,0,1
several,1,0
lesser,0,1
rocker,1,0
mike,1,1
good_acoustic,1,0
cut_line,1,0
get_front_line,1,0
hang_ceiling,1,0
gift_box,1,0
symposium,0,1
misplace,0,2
roll_over,1,0
swim_lake,0,1
play_computer,1,0
mine_gold,2,0
blow_away,1,0
cut_ribbon,1,0
stock_exchange,1,0
smoke_joint,0,1
floorboard,0,1
pump_blood,0,1
trash_bag,0,1
cast_shadow,2,0
perambulate,1,0
shatter,0,1
checker,1,0
prop_up,1,0
fly_around,1,0
compress,0,1
next_door,1,0
eat_peach,1,0
square_dance,1,0
jiggle,1,0
tennis_match,0,1
shovel_snow,0,1
cross_bridge,1,0
key_chain,1,0
internal,1,0
opposition,0,1
corrode,0,1
middle_road,0,1
safe_deposit_box,1,0
fall_down_flight_stair,0,1
crank,0,1
limit_time,0,1
storage_facility,0,1
pull_car,1,1
storage_area,0,1
under_umbrella,1,0
junk_yard,0,1
loose_end,0,1
plastic_bag,0,2
neighbour,0,1
junction,1,0
crossroad,0,1
pop_up,2,0
yelp,0,1
sink_water,0,1
read_aloud,1,0
electric_guitar,2,0
power_electricity,1,0
keep_food_cold,0,1
study_language,1,0
feel_energize,1,0
become_fatigue,0,1
build_strong_muscle,1,0
tyler,1,0
peelable,1,0
warn_sign,0,1
tangerine,0,1
judaism,0,1
bewilderment,1,1
type_credit_card,1,0
elderly,1,1
revitalise_yourself,1,0
shallow,0,2
exchange_gift,1,0
slinkie,2,0
revolutionary,1,0
time_waste,0,1
mini_bar,0,1
mind_control,0,1
think_idea,1,0
seat_chair,0,1
wood_board,1,0
examination_table,0,1
like_electricity,1,0
walk_exercise,1,0
hang_up_towel,1,0
two_part,0,1
crucifix,0,2
committee,1,0
belong_club,1,0
regularly,1,0
increase_vocabulary,1,0
white_water,1,0
cause_suffer,0,2
feel_grateful,1,0
get_job_done,1,0
business_man,1,0
work_done,1,0
kind_pet,1,0
dig_gold,2,0
mine_diamond,1,0
likely_discover_truth,2,0
chess_knight,2,0
salmon,2,0
put_ink_paper,1,0
structural_support,1,0
upright,1,0
build_support,1,0
support_structure,0,1
organize_information,1,0
beam,2,0
hold_match,2,0
rowboat,1,0
find_library,0,1
feedback,1,0
save_information,1,0
spell_wrong,1,0
music_storage,0,2
gypsy_moth,0,1
create_new_idea,1,0
keep_list,0,1
christmas_time,1,0
dog_toy,1,0
gland,0,1
fece,0,1
boom,1,0
slumber,1,0
bright_flash,1,0
scare_dog,0,2
zigzag,2,0
same_last,0,1
white_light,1,0
top_dog,1,0
high_rank,1,0
navy_rank,1,0
switch_computer,0,1
build_foundation,1,0
start_computer,1,0
list_appointment,0,1
appointment_book,0,1
cult,0,1
sect,0,1
screw_up,0,2
career_advancement,1,0
orchestra_play,0,1
report_news,1,2
naive_person,0,1
accident_happen,0,2
build_ground,1,0
four_leaf_clover,2,0
learn_art,1,0
take_up_time,1,0
lose_mind,0,1
walk_through_door,1,0
sport_play,1,0
nirvana,0,1
dagger,0,1
elm,1,0
cedar,1,0
large_plant,1,0
wet_hair,1,0
motel_room,0,1
shower_gel,0,1
boner,0,1
weak_acid,1,0
government_building,0,1
disarray,0,2
